Time,Calls in SL,BH,Hoop,Wait T,C,Floor,IB Calls,OB Calls,IB Voicemail Calls,IB Forwarded Calls,IB Overflow Calls,IB Regular Calls,Aban In Queue,Avg. Wait Time,SL %,SL % - 18s,IB Regular Calls Completed,IB Handled,IB AHT,OB Handled,OB AHT
4/16/2021 17:30,6,Business Hours,35,61,,35,6,0,0,0,0,6,0,12.2,1,1,5,5,249,0,
4/16/2021 18:00,0,Business Hours,36,0,,36,6,0,0,0,6,0,0,,,,0,0,,0,
4/16/2021 18:00,0,Business Hours,36,0,,36,10,0,6,0,2,2,0,0,,,2,0,,0,
4/16/2021 18:30,0,Business Hours,37,0,,37,9,0,0,0,9,0,0,,,,0,0,,0,
4/16/2021 18:30,0,Business Hours,37,0,,37,9,0,3,0,0,6,0,0,,,6,0,,0,
4/16/2021 19:00,0,Business Hours,38,0,,38,8,0,0,0,8,0,0,,,,0,0,,0,
4/16/2021 19:00,0,Business Hours,38,0,,38,10,0,3,0,1,6,0,0,,,6,0,,0,
4/16/2021 19:30,0,Business Hours,39,0,,39,2,0,0,0,2,0,0,,,,0,0,,0,
4/16/2021 19:30,0,Business Hours,39,0,,39,2,0,1,0,0,1,0,0,,,1,0,,0,
4/16/2021 20:00,0,Business Hours,40,0,,40,4,0,0,0,4,0,0,,,,0,0,,0,
4/16/2021 20:00,0,Business Hours,40,0,,40,6,0,3,0,1,2,0,0,,,2,0,,0,
4/16/2021 20:30,0,Business Hours,41,0,,41,2,0,0,0,2,0,0,,,,0,0,,0,
4/16/2021 20:30,0,Business Hours,41,0,,41,6,0,1,0,2,3,0,0,,,3,0,,0,
4/16/2021 21:00,0,Business Hours,42,0,,42,4,0,0,0,4,0,0,,,,0,0,,0,
4/16/2021 21:00,0,Business Hours,42,0,,42,8,0,4,0,2,2,0,0,,,1,0,,0,
4/16/2021 21:30,0,Business Hours,43,0,,43,1,0,0,0,1,0,0,,,,0,0,,0,
4/16/2021 21:30,0,Business Hours,43,0,,43,1,0,1,0,0,0,0,0,,,0,0,,0,
4/16/2021 22:00,0,Out of BH,44,0,,44,1,0,0,0,1,0,0,,,,0,0,,0,
4/16/2021 22:00,0,Out of BH,44,0,,44,7,0,3,0,3,1,0,0,,,1,0,,0,
4/16/2021 22:30,0,Out of BH,45,0,,45,3,0,0,0,3,0,0,,,,0,0,,0,
4/16/2021 22:30,0,Out of BH,45,0,,45,5,0,2,0,1,2,0,0,,,2,0,,0,
4/16/2021 23:00,0,Out of BH,46,0,,46,3,0,0,0,3,0,0,,,,0,0,,0,
4/16/2021 23:00,0,Out of BH,46,0,,46,3,0,2,0,0,1,0,0,,,0,0,,0,
4/16/2021 23:30,0,Out of BH,47,0,,47,2,0,0,0,2,0,0,,,,0,0,,0,
4/16/2021 23:30,0,Out of BH,47,0,,47,2,0,1,0,0,1,0,0,,,1,0,,0,
4/17/2021 0:00,0,Out of BH,0,0,,0,2,0,0,0,0,2,0,0,,,2,0,,0,
4/17/2021 0:00,0,Out of BH,0,0,,0,2,0,0,0,2,0,0,,,,0,0,,0,
4/17/2021 1:00,0,Out of BH,2,0,,2,1,0,0,0,0,1,0,0,,,1,0,,0,
4/17/2021 1:00,0,Out of BH,2,0,,2,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 1:30,0,Out of BH,3,0,,3,2,0,1,0,1,0,0,0,,,0,0,,0,
4/17/2021 2:30,0,Out of BH,5,0,,5,1,0,1,0,0,0,0,0,,,0,0,,0,
4/17/2021 2:30,0,Out of BH,5,0,,5,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 3:30,0,Out of BH,7,0,,7,2,0,1,0,0,1,0,0,,,0,0,,0,
4/17/2021 3:30,0,Out of BH,7,0,,7,2,0,0,0,2,0,0,,,,0,0,,0,
4/17/2021 5:30,0,Out of BH,11,0,,11,1,0,1,0,0,0,0,0,,,0,0,,0,
4/17/2021 5:30,0,Out of BH,11,0,,11,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 6:30,0,Out of BH,13,0,,13,1,0,0,0,0,1,0,0,,,1,0,,0,
4/17/2021 6:30,0,Out of BH,13,0,,13,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 7:00,0,Out of BH,14,0,,14,5,0,1,0,1,3,0,0,,,1,0,,0,
4/17/2021 7:00,0,Out of BH,14,0,,14,3,0,0,0,3,0,0,,,,0,0,,0,
4/17/2021 7:30,0,Out of BH,15,0,,15,5,0,0,0,0,5,0,0,,,5,0,,0,
4/17/2021 7:30,0,Out of BH,15,0,,15,6,0,0,0,6,0,0,,,,0,0,,0,
4/17/2021 8:00,0,Business Hours,16,0,,16,9,0,4,0,1,4,0,0,,,3,0,,0,
4/17/2021 8:00,0,Business Hours,16,0,,16,7,0,0,0,7,0,0,,,,0,0,,0,
4/17/2021 8:30,0,Business Hours,17,0,,17,9,0,3,0,1,5,0,0,,,5,0,,0,
4/17/2021 8:30,0,Business Hours,17,0,,17,7,0,0,0,7,0,0,,,,0,0,,0,
4/17/2021 9:00,2,Business Hours,18,33,,18,2,0,0,0,0,2,0,16.5,1,0.5,2,2,278,0,
4/17/2021 9:00,13,Business Hours,18,394,,18,16,9,0,0,0,16,0,26.27,0.8,0.6,15,15,282,8,154.5
4/17/2021 9:30,13,Business Hours,19,187,,19,15,12,0,2,0,13,0,14.38,1,0.77,13,13,301,12,100.42
4/17/2021 10:00,8,Business Hours,20,798,,20,20,9,0,0,0,20,5,66.53,0.41,0.24,12,12,301,9,88
4/17/2021 10:00,0,Business Hours,20,119,,20,2,0,0,0,0,2,1,118.5,0,0,1,1,281,0,
4/17/2021 10:30,10,Business Hours,21,68,,21,10,3,0,0,0,10,0,9.71,1,1,7,7,273,2,87.5
4/17/2021 11:00,8,Business Hours,22,236,,22,10,1,0,0,0,10,0,26.22,0.78,0.56,9,9,337,1,217
4/17/2021 11:00,3,Business Hours,22,56,,22,3,0,0,0,0,3,0,18.67,1,0.33,3,3,451,0,
4/17/2021 11:30,15,Business Hours,23,225,,23,19,0,0,1,0,18,2,25,0.82,0.73,9,9,162,0,
4/17/2021 12:00,12,Business Hours,24,642,,24,20,0,0,1,0,19,2,45.88,0.63,0.63,14,14,408,0,
4/17/2021 12:30,8,Business Hours,25,61,,25,8,1,0,0,0,8,0,10.17,1,1,6,6,212,1,157
4/17/2021 13:00,12,Business Hours,26,85,,26,13,0,0,1,0,12,0,9.44,1,1,9,9,286,0,
4/17/2021 13:00,4,Business Hours,26,147,,26,6,0,0,0,0,6,1,29.33,0.67,0.5,5,5,157,0,
4/17/2021 13:30,4,Business Hours,27,44,,27,4,0,0,0,0,4,0,11,1,1,4,4,309,0,
4/17/2021 14:00,7,Business Hours,28,61,,28,7,0,0,0,0,7,0,8.71,1,1,7,7,207,0,
4/17/2021 14:00,10,Business Hours,28,101,,28,10,0,0,0,0,10,0,10.1,1,0.9,10,10,168,0,
4/17/2021 14:30,8,Business Hours,29,96,,29,8,1,0,0,0,8,0,13.71,1,0.86,7,7,265,1,293
4/17/2021 14:30,1,Business Hours,29,12,,29,1,0,0,0,0,1,0,12,1,1,1,1,371,0,
4/17/2021 15:00,6,Business Hours,30,92,,30,9,1,1,1,0,7,0,13.13,0.86,0.86,7,7,169,1,149
4/17/2021 15:00,1,Business Hours,30,189,,30,3,0,0,0,0,3,0,63,0.33,0.33,3,3,143,0,
4/17/2021 15:30,5,Business Hours,31,36,,31,5,0,0,0,0,5,0,9,1,1,4,4,189,0,
4/17/2021 15:30,5,Business Hours,31,46,,31,5,0,0,0,0,5,0,9.2,1,1,5,5,174,0,
4/17/2021 16:00,6,Business Hours,32,74,,32,7,0,0,1,0,6,0,12.33,1,0.83,6,6,259,0,
4/17/2021 16:30,3,Business Hours,33,32,,33,3,0,0,0,0,3,0,10.67,1,1,3,3,440,0,
4/17/2021 17:00,6,Business Hours,34,185,,34,7,0,0,0,0,7,0,26.43,0.86,0.86,7,7,258,0,
4/17/2021 17:00,1,Business Hours,34,30,,34,1,0,0,0,0,1,0,30,1,0,1,1,185,0,
4/17/2021 17:30,3,Business Hours,35,29,,35,3,1,0,0,0,3,0,9.67,1,1,3,3,311,1,82
4/17/2021 18:00,0,Business Hours,36,0,,36,3,0,0,0,3,0,0,,,,0,0,,0,
4/17/2021 18:00,0,Business Hours,36,0,,36,3,0,1,0,0,2,0,0,,,2,0,,0,
4/17/2021 18:30,0,Business Hours,37,0,,37,7,0,0,0,7,0,0,,,,0,0,,0,
4/17/2021 18:30,0,Business Hours,37,0,,37,13,0,6,0,3,4,0,0,,,4,0,,0,
4/17/2021 19:00,0,Business Hours,38,0,,38,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 19:00,0,Business Hours,38,0,,38,1,0,0,0,0,1,0,0,,,1,0,,0,
4/17/2021 19:30,0,Business Hours,39,0,,39,2,0,0,0,2,0,0,,,,0,0,,0,
4/17/2021 19:30,0,Business Hours,39,0,,39,2,0,2,0,0,0,0,0,,,0,0,,0,
4/17/2021 20:00,0,Business Hours,40,0,,40,9,0,0,0,9,0,0,,,,0,0,,0,
4/17/2021 20:00,0,Business Hours,40,0,,40,11,0,5,0,1,5,0,0,,,2,0,,0,
4/17/2021 20:30,0,Business Hours,41,0,,41,3,0,0,0,3,0,0,,,,0,0,,0,
4/17/2021 20:30,0,Business Hours,41,0,,41,5,0,4,0,1,0,0,0,,,0,0,,0,
4/17/2021 21:00,0,Business Hours,42,0,,42,5,0,0,0,5,0,0,,,,0,0,,0,
4/17/2021 21:00,0,Business Hours,42,0,,42,4,0,1,0,0,3,0,0,,,2,0,,0,
4/17/2021 22:00,0,Out of BH,44,0,,44,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 22:00,0,Out of BH,44,0,,44,1,0,1,0,0,0,0,0,,,0,0,,0,
4/17/2021 23:00,0,Out of BH,46,0,,46,1,0,0,0,1,0,0,,,,0,0,,0,
4/17/2021 23:00,0,Out of BH,46,0,,46,11,0,4,0,5,2,0,0,,,2,0,,0,
4/18/2021 2:00,0,Out of BH,4,0,,4,1,0,0,0,0,1,0,0,,,1,0,,0,
4/18/2021 2:00,0,Out of BH,4,0,,4,1,0,0,0,1,0,0,,,,0,0,,0,
4/18/2021 2:30,0,Out of BH,5,0,,5,1,0,1,0,0,0,0,0,,,0,0,,0,
4/18/2021 2:30,0,Out of BH,5,0,,5,1,0,0,0,1,0,0,,,,0,0,,0,
4/18/2021 3:00,0,Out of BH,6,0,,6,3,0,1,0,1,1,0,0,,,1,0,,0,
4/18/2021 3:00,0,Out of BH,6,0,,6,1,0,0,0,1,0,0,,,,0,0,,0,
4/18/2021 3:30,0,Out of BH,7,0,,7,2,0,0,0,1,1,0,0,,,1,0,,0,
4/18/2021 4:00,0,Out of BH,8,0,,8,2,0,1,0,0,1,0,0,,,0,0,,0,
4/18/2021 4:00,0,Out of BH,8,0,,8,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 5:00,0,Out of BH,10,0,,10,2,0,0,0,1,1,0,,,,0,0,,0,
4/18/2021 7:30,0,Out of BH,15,0,,15,1,0,1,0,0,0,0,0,,,0,0,,0,
4/18/2021 7:30,0,Out of BH,15,0,,15,1,0,0,0,1,0,0,,,,0,0,,0,
4/18/2021 8:00,0,Business Hours,16,0,,16,6,0,2,0,2,2,0,0,,,2,0,,0,
4/18/2021 8:00,0,Business Hours,16,0,,16,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 8:30,0,Business Hours,17,0,,17,2,0,0,0,0,2,0,0,,,2,0,,0,
4/18/2021 8:30,0,Business Hours,17,0,,17,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 9:00,3,Business Hours,18,84,,18,4,0,0,0,0,4,0,21,0.75,0.75,4,4,224,0,
4/18/2021 9:00,3,Business Hours,18,19,,18,3,10,0,0,0,3,0,9.5,1,1,2,2,377,9,183.67
4/18/2021 9:30,1,Business Hours,19,18,,19,1,0,0,0,0,1,0,18,1,1,1,1,275,0,
4/18/2021 9:30,3,Business Hours,19,20,,19,3,8,0,0,0,3,0,6.67,1,1,3,3,414,8,139.63
4/18/2021 10:00,9,Business Hours,20,75,,20,9,1,0,0,0,9,0,12.5,1,1,6,6,323,1,551
4/18/2021 10:00,2,Business Hours,20,53,,20,3,0,0,0,0,3,0,26.5,0.5,0,2,2,225,0,
4/18/2021 10:30,5,Business Hours,21,67,,21,7,0,0,0,0,7,0,16.75,0.75,0.75,4,4,418,0,
4/18/2021 11:00,10,Business Hours,22,172,,22,13,0,0,1,0,12,1,17.18,0.82,0.82,10,10,247,0,
4/18/2021 11:00,1,Business Hours,22,64,,22,2,0,0,0,0,2,0,32,0.5,0.5,2,2,347,0,
4/18/2021 11:30,2,Business Hours,23,22,,23,2,2,0,0,0,2,0,11,1,1,2,2,324,1,126
4/18/2021 11:30,4,Business Hours,23,86,,23,4,0,0,0,0,4,0,21.5,1,0.5,4,4,236,0,
4/18/2021 12:00,4,Business Hours,24,26,,24,4,1,0,0,0,4,1,8.75,1,1,3,3,241,1,111
4/18/2021 12:00,5,Business Hours,24,84,,24,5,0,0,0,0,5,0,16.8,1,0.6,5,5,181,0,
4/18/2021 12:30,5,Business Hours,25,153,,25,6,1,0,0,0,6,1,38.2,0.8,0.8,4,4,389,1,9
4/18/2021 12:30,2,Business Hours,25,5,,25,2,0,0,0,0,2,0,5,1,1,1,1,327,0,
4/18/2021 13:00,7,Business Hours,26,102,,26,9,0,0,0,0,9,0,17,0.83,0.67,6,6,195,0,
4/18/2021 13:00,1,Business Hours,26,52,,26,2,0,0,0,0,2,0,26,0.5,0.5,2,2,149,0,
4/18/2021 13:30,8,Business Hours,27,78,,27,9,0,0,1,0,8,1,15.67,1,0.67,5,5,259,0,
4/18/2021 13:30,0,Business Hours,27,0,,27,1,0,0,0,0,1,0,,,,0,0,,0,
4/18/2021 14:00,5,Business Hours,28,140,,28,9,1,0,1,0,8,0,23.33,0.67,0.5,6,6,182,1,66
4/18/2021 14:30,5,Business Hours,29,26,,29,9,1,0,4,0,5,0,13,1,1,2,2,292,1,82
4/18/2021 14:30,1,Business Hours,29,8,,29,1,0,0,0,0,1,0,8,1,1,1,1,149,0,
4/18/2021 15:00,5,Business Hours,30,75,,30,5,0,0,0,0,5,0,15,1,0.8,5,5,229,0,
4/18/2021 15:30,1,Business Hours,31,15,,31,1,0,0,0,0,1,0,15,1,1,1,1,185,0,
4/18/2021 15:30,1,Business Hours,31,200,,31,2,0,0,0,0,2,0,100,0.5,0,2,2,249,0,
4/18/2021 16:00,4,Business Hours,32,30,,32,5,0,0,1,0,4,0,10,1,1,3,3,262,0,
4/18/2021 16:30,8,Business Hours,33,54,,33,8,0,0,0,0,8,0,10.83,1,1,5,5,461,0,
4/18/2021 16:30,1,Business Hours,33,76,,33,2,0,0,0,0,2,1,76,0.5,0,1,1,189,0,
4/18/2021 17:00,2,Business Hours,34,497,,34,5,0,0,0,0,5,1,124.2,0.4,0.2,4,4,275,0,
4/18/2021 17:00,1,Business Hours,34,231,,34,3,0,0,0,0,3,1,115.67,0.33,0.33,2,2,266,0,
4/18/2021 17:30,3,Business Hours,35,53,,35,3,0,0,0,0,3,0,17.67,1,0.67,3,3,181,0,
4/18/2021 17:30,3,Business Hours,35,26,,35,3,0,0,0,0,3,0,8.67,1,1,3,3,137,0,
4/18/2021 18:00,0,Business Hours,36,0,,36,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 18:00,0,Business Hours,36,0,,36,4,0,0,0,1,3,0,0,,,3,0,,0,
4/18/2021 18:30,0,Business Hours,37,0,,37,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 18:30,0,Business Hours,37,0,,37,4,0,1,0,1,2,0,0,,,2,0,,0,
4/18/2021 19:00,0,Business Hours,38,0,,38,5,0,0,0,5,0,0,,,,0,0,,0,
4/18/2021 19:00,0,Business Hours,38,0,,38,7,0,1,0,1,5,0,0,,,4,0,,0,
4/18/2021 19:30,0,Business Hours,39,0,,39,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 19:30,0,Business Hours,39,0,,39,2,0,2,0,0,0,0,0,,,0,0,,0,
4/18/2021 20:00,0,Business Hours,40,0,,40,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 20:00,0,Business Hours,40,0,,40,4,0,1,0,1,2,0,0,,,2,0,,0,
4/18/2021 20:30,0,Business Hours,41,0,,41,5,0,0,0,5,0,0,,,,0,0,,0,
4/18/2021 20:30,0,Business Hours,41,0,,41,7,0,2,0,1,4,0,0,,,3,0,,0,
4/18/2021 21:00,0,Business Hours,42,0,,42,2,0,0,0,2,0,0,,,,0,0,,0,
4/18/2021 21:00,0,Business Hours,42,0,,42,2,0,1,0,0,1,0,0,,,1,0,,0,
4/18/2021 21:30,0,Business Hours,43,0,,43,2,0,1,0,1,0,0,0,,,0,0,,0,
4/18/2021 22:30,0,Out of BH,45,0,,45,3,0,0,0,3,0,0,,,,0,0,,0,
4/18/2021 22:30,0,Out of BH,45,0,,45,3,0,1,0,0,2,0,0,,,0,0,,0,
4/18/2021 23:00,0,Out of BH,46,0,,46,2,0,1,0,1,0,0,0,,,0,0,,0,
4/18/2021 23:30,0,Out of BH,47,0,,47,1,0,0,0,1,0,0,,,,0,0,,0,
4/18/2021 23:30,0,Out of BH,47,0,,47,3,0,2,0,1,0,0,0,,,0,0,,0,
4/19/2021 0:00,0,Out of BH,0,0,,0,2,0,0,0,0,2,0,0,,,2,0,,0,
4/19/2021 0:00,0,Out of BH,0,0,,0,2,0,0,0,2,0,0,,,,0,0,,0,
4/19/2021 1:00,0,Out of BH,2,0,,2,3,0,0,0,1,2,0,0,,,2,0,,0,
4/19/2021 1:00,0,Out of BH,2,0,,2,1,0,0,0,1,0,0,,,,0,0,,0,
4/19/2021 5:00,0,Out of BH,10,0,,10,2,0,0,0,1,1,0,0,,,1,0,,0,
4/19/2021 5:30,0,Out of BH,11,0,,11,1,0,0,0,0,1,0,0,,,1,0,,0,
4/19/2021 5:30,0,Out of BH,11,0,,11,1,0,0,0,1,0,0,,,,0,0,,0,
4/19/2021 7:00,0,Out of BH,14,0,,14,3,0,1,0,1,1,0,0,,,1,0,,0,
4/19/2021 7:00,0,Out of BH,14,0,,14,1,0,0,0,1,0,0,,,,0,0,,0,
4/19/2021 7:30,0,Out of BH,15,0,,15,5,0,2,0,1,2,0,0,,,2,0,,0,
4/19/2021 7:30,0,Out of BH,15,0,,15,3,0,0,0,3,0,0,,,,0,0,,0,
4/19/2021 8:00,0,Business Hours,16,0,,16,6,0,2,0,1,3,0,0,,,3,0,,0,
4/19/2021 8:00,0,Business Hours,16,0,,16,4,0,0,0,4,0,0,,,,0,0,,0,
4/19/2021 8:30,0,Business Hours,17,0,,17,4,0,2,0,0,2,0,0,,,2,0,,0,
4/19/2021 8:30,0,Business Hours,17,0,,17,4,0,0,0,4,0,0,,,,0,0,,0,
4/19/2021 9:00,1,Business Hours,18,8,,18,1,0,0,0,0,1,0,8,1,1,1,1,381,0,
4/19/2021 9:00,3,Business Hours,18,438,,18,6,15,0,0,0,6,0,73,0.5,0.5,6,6,256,15,198.6
4/19/2021 9:30,1,Business Hours,19,13,,19,1,0,0,0,0,1,0,13,1,1,1,1,164,0,
4/19/2021 9:30,3,Business Hours,19,237,,19,8,3,0,0,0,8,0,47.4,0.4,0.4,5,5,273,2,251
4/19/2021 10:00,7,Business Hours,20,60,,20,7,1,0,0,0,7,0,8.57,1,1,7,7,195,1,123
4/19/2021 10:30,7,Business Hours,21,239,,21,10,0,0,0,0,10,1,26.6,0.7,0.7,9,9,298,0,
4/19/2021 10:30,2,Business Hours,21,15,,21,2,0,0,0,0,2,0,7.5,1,1,2,2,301,0,
4/19/2021 11:00,5,Business Hours,22,35,,22,5,0,0,0,0,5,0,8.75,1,1,4,4,426,0,
4/19/2021 11:00,1,Business Hours,22,7,,22,1,0,0,0,0,1,0,7,1,1,1,1,253,0,
4/19/2021 11:30,4,Business Hours,23,462,,23,7,0,0,1,0,6,0,77,0.67,0.5,6,6,300,0,
4/19/2021 11:30,1,Business Hours,23,7,,23,1,0,0,0,0,1,0,7,1,1,1,1,283,0,
4/19/2021 12:00,11,Business Hours,24,246,,24,12,0,0,0,0,12,1,30.78,0.89,0.78,8,8,239,0,
4/19/2021 12:00,3,Business Hours,24,29,,24,3,0,0,0,0,3,0,9.67,1,1,3,3,263,0,
4/19/2021 12:30,8,Business Hours,25,103,,25,8,0,0,0,0,8,0,12.88,1,0.75,8,8,194,0,
4/19/2021 12:30,5,Business Hours,25,67,,25,5,0,0,0,0,5,0,13.4,1,0.8,5,5,223,0,
4/19/2021 13:00,10,Business Hours,26,146,,26,12,0,0,1,0,11,0,14.55,0.91,0.82,10,11,272,0,
4/19/2021 13:00,5,Business Hours,26,159,,26,6,0,0,0,0,6,1,31.83,0.83,0.83,5,5,78,0,
4/19/2021 13:30,12,Business Hours,27,193,,27,14,0,0,1,0,13,0,14.85,0.92,0.92,13,13,240,0,
4/19/2021 14:00,4,Business Hours,28,18,,28,4,0,0,0,0,4,0,9,1,1,2,2,241,0,
4/19/2021 14:00,1,Business Hours,28,12,,28,1,0,0,0,0,1,0,12,1,1,1,1,174,0,
4/19/2021 14:30,6,Business Hours,29,174,,29,7,0,0,0,0,7,0,24.86,0.86,0.86,7,7,299,0,
4/19/2021 14:30,2,Business Hours,29,19,,29,2,0,0,0,0,2,0,19,1,0,1,1,263,0,
4/19/2021 15:00,9,Business Hours,30,96,,30,9,0,0,0,0,9,0,13.71,1,0.86,7,7,204,0,
4/19/2021 15:00,2,Business Hours,30,15,,30,2,0,0,0,0,2,0,7.5,1,1,2,2,290,0,
4/19/2021 15:30,3,Business Hours,31,28,,31,3,2,0,0,0,3,0,14,1,1,2,2,177,2,108.5
4/19/2021 15:30,1,Business Hours,31,6,,31,1,0,0,0,0,1,0,6,1,1,1,1,168,0,
4/19/2021 16:00,5,Business Hours,32,236,,32,6,0,0,0,0,6,0,47.2,0.8,0.4,5,5,217,0,
4/19/2021 16:00,5,Business Hours,32,283,,32,8,0,0,0,0,8,0,47.17,0.67,0.67,6,6,187,0,
4/19/2021 16:30,5,Business Hours,33,196,,33,8,1,0,2,0,6,0,39.2,0.8,0.8,5,5,309,1,295
4/19/2021 16:30,1,Business Hours,33,9,,33,1,0,0,0,0,1,0,9,1,1,1,1,155,0,
4/19/2021 17:00,5,Business Hours,34,648,,34,10,1,0,0,0,10,0,81,0.5,0.38,8,8,335,1,66
4/19/2021 17:00,9,Business Hours,34,245,,34,11,0,0,0,0,11,2,30.64,0.8,0.6,8,8,223,0,
4/19/2021 17:30,7,Business Hours,35,126,,35,8,0,0,0,0,8,1,21,0.86,0.86,6,6,149,0,
4/19/2021 17:30,14,Business Hours,35,342,,35,20,0,0,0,0,20,2,21.35,0.72,0.67,16,16,152,0,
4/19/2021 18:00,0,Business Hours,36,0,,36,13,0,0,0,13,0,0,,,,0,0,,0,
4/19/2021 18:00,0,Business Hours,36,0,,36,33,0,10,0,10,13,0,0,,,13,0,,0,
4/19/2021 18:30,0,Business Hours,37,0,,37,3,0,0,0,3,0,0,,,,0,0,,0,
4/19/2021 18:30,0,Business Hours,37,0,,37,13,0,3,0,5,5,0,0,,,5,0,,0,
4/19/2021 19:00,0,Business Hours,38,0,,38,3,0,0,0,3,0,0,,,,0,0,,0,
4/19/2021 19:00,0,Business Hours,38,0,,38,5,0,1,0,1,3,0,0,,,3,0,,0,
4/19/2021 19:30,0,Business Hours,39,0,,39,3,0,0,0,3,0,0,,,,0,0,,0,
4/19/2021 19:30,0,Business Hours,39,0,,39,11,0,2,0,4,5,0,0,,,4,0,,0,
4/19/2021 20:00,0,Business Hours,40,0,,40,11,0,0,0,11,0,0,,,,0,0,,0,
4/19/2021 20:00,0,Business Hours,40,0,,40,11,0,4,0,0,7,0,0,,,5,0,,0,
4/19/2021 20:30,0,Business Hours,41,0,,41,6,0,0,0,6,0,0,,,,0,0,,0,
4/19/2021 20:30,0,Business Hours,41,0,,41,8,0,2,0,1,5,0,0,,,4,0,,0,
4/19/2021 21:00,0,Business Hours,42,0,,42,9,0,0,0,9,0,0,,,,0,0,,0,
4/19/2021 21:00,0,Business Hours,42,0,,42,9,0,4,0,0,5,0,0,,,5,0,,0,
4/19/2021 21:30,0,Business Hours,43,0,,43,2,0,0,0,2,0,0,,,,0,0,,0,
4/19/2021 21:30,0,Business Hours,43,0,,43,2,0,1,0,0,1,0,0,,,1,0,,0,
4/19/2021 22:00,0,Out of BH,44,0,,44,3,0,0,0,3,0,0,,,,0,0,,0,
4/19/2021 22:00,0,Out of BH,44,0,,44,3,0,1,0,0,2,0,0,,,2,0,,0,
4/19/2021 23:00,0,Out of BH,46,0,,46,2,0,0,0,2,0,0,,,,0,0,,0,
4/19/2021 23:00,0,Out of BH,46,0,,46,4,0,2,0,1,1,0,0,,,1,0,,0,
4/19/2021 23:30,0,Out of BH,47,0,,47,2,0,0,0,2,0,0,,,,0,0,,0,
4/19/2021 23:30,0,Out of BH,47,0,,47,2,0,0,0,0,2,0,0,,,2,0,,0,
4/20/2021 0:00,0,Out of BH,0,0,,0,1,0,1,0,0,0,0,0,,,0,0,,0,
4/20/2021 0:00,0,Out of BH,0,0,,0,1,0,0,0,1,0,0,,,,0,0,,0,
4/20/2021 1:00,0,Out of BH,2,0,,2,2,0,1,0,1,0,0,0,,,0,0,,0,
4/20/2021 3:00,0,Out of BH,6,0,,6,2,0,2,0,0,0,0,0,,,0,0,,0,
4/20/2021 3:00,0,Out of BH,6,0,,6,2,0,0,0,2,0,0,,,,0,0,,0,
4/20/2021 3:30,0,Out of BH,7,0,,7,1,0,0,0,0,1,0,0,,,1,0,,0,
4/20/2021 3:30,0,Out of BH,7,0,,7,1,0,0,0,1,0,0,,,,0,0,,0,
4/20/2021 5:00,0,Out of BH,10,0,,10,1,0,1,0,0,0,0,0,,,0,0,,0,
4/20/2021 5:00,0,Out of BH,10,0,,10,1,0,0,0,1,0,0,,,,0,0,,0,
4/20/2021 6:30,0,Out of BH,13,0,,13,2,0,0,0,0,2,0,0,,,2,0,,0,
4/20/2021 6:30,0,Out of BH,13,0,,13,2,0,0,0,2,0,0,,,,0,0,,0,
4/20/2021 7:00,0,Out of BH,14,0,,14,1,0,1,0,0,0,0,0,,,0,0,,0,
4/20/2021 7:00,0,Out of BH,14,0,,14,1,0,0,0,1,0,0,,,,0,0,,0,
4/20/2021 7:30,0,Out of BH,15,0,,15,1,0,1,0,0,0,0,0,,,0,0,,0,
4/20/2021 7:30,0,Out of BH,15,0,,15,1,0,0,0,1,0,0,,,,0,0,,0,
4/20/2021 8:00,0,Business Hours,16,0,,16,6,0,3,0,0,3,0,0,,,3,0,,0,
4/20/2021 8:00,0,Business Hours,16,0,,16,6,0,0,0,6,0,0,,,,0,0,,0,
4/20/2021 8:30,0,Business Hours,17,0,,17,10,0,4,0,1,5,0,0,,,5,0,,0,
4/20/2021 8:30,0,Business Hours,17,0,,17,8,0,0,0,8,0,0,,,,0,0,,0,
4/20/2021 9:00,0,Business Hours,18,40,,18,1,0,0,0,0,1,0,40,0,0,1,1,138,0,
4/20/2021 9:00,11,Business Hours,18,142,,18,12,33,0,0,0,12,0,14.2,0.9,0.8,10,10,219,33,116.15
4/20/2021 9:30,7,Business Hours,19,77,,19,7,6,0,0,0,7,0,12.83,1,0.83,6,6,268,6,148.17
4/20/2021 10:00,11,Business Hours,20,95,,20,11,0,0,0,0,11,1,11.89,1,0.89,8,8,232,0,
4/20/2021 10:00,2,Business Hours,20,31,,20,2,0,0,0,0,2,0,15.5,1,1,2,2,119,0,
4/20/2021 10:30,15,Business Hours,21,149,,21,17,1,0,0,0,17,1,14.91,0.91,0.73,10,10,248,1,57
